Unnamed: 0,customer_id,date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2439,f0aa4ef00c,8/3/2019,F,9/27/1914,General Region,Industry Category,Other,35-44,50K-75K,JCB 16 digit
2440,14c057747b,11/5/2021,F,7/7/2002,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
2441,893c14b407,1/30/2021,F,1/4/1947,General Region,Industry Category,Other,55-64,30K-50K,Discover
2442,5aa2ce784d,7/3/2019,M,2/21/1960,General Region,Industry Category,Other,35-44,150K+,Diners Club / Carte Blanche
2443,a320afbd72,11/21/2020,M,10/25/1992,General Region,Industry Category,Management,25-34,150K+,JCB 16 digit
2444,8cfb5aaea6,12/14/2020,F,11/25/1966,General Region,Industry Category,Other,55-64,150K+,Mastercard
2445,25e2932d2c,11/22/2021,M,12/30/1978,General Region,Industry Category,Management,35-44,100K-150K,JCB 16 digit
2446,704db479d5,6/4/2022,F,5/6/1919,General Region,Industry Category,Other,18-24,50K-75K,Mastercard
2447,fa1b405958,8/24/2021,M,4/28/1941,General Region,Industry Category,Other,25-34,100K-150K,JCB 15 digit
2448,6e06e7e81e,2/18/2020,F,7/25/1920,General Region,Industry Category,Other,35-44,100K-150K,Discover
2449,d49861061b,12/28/2019,F,11/2/1988,General Region,Industry Category,Technology,35-44,150K+,Mastercard
2450,a68d5f9a35,7/10/2020,M,2/21/1996,General Region,Industry Category,Management,55-64,30K-50K,Discover
2451,0f2cc8817a,7/27/2020,F,5/6/1969,General Region,Industry Category,Engineering,45-54,75K-100K,Mastercard
2452,c05dbfd1c3,6/18/2020,M,4/8/1942,General Region,Industry Category,Other,45-54,100K-150K,VISA 13 digit
2453,293639a776,11/22/2021,F,5/6/1908,General Region,Industry Category,Engineering,25-34,150K+,Mastercard
2454,d71f5aea24,3/30/2021,M,6/27/1998,General Region,Industry Category,Other,55-64,100K-150K,VISA 19 digit
2455,b9b50b46dd,3/15/2020,M,8/27/1992,General Region,Industry Category,Management,45-54,150K+,VISA 16 digit
2456,017f7c2d39,12/12/2019,F,4/19/1944,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
2457,e3a07c9d9a,9/2/2021,M,2/11/2003,General Region,Industry Category,Engineering,55-64,150K+,VISA 19 digit
2458,c6fc4c91dc,2/11/2021,M,2/19/2003,General Region,Industry Category,Engineering,55-64,150K+,VISA 13 digit
2459,ae42e5b3de,5/26/2022,F,6/9/1940,General Region,Industry Category,Other,35-44,150K+,American Express
2460,0aa2cdc928,8/7/2021,M,11/14/2000,General Region,Industry Category,Other,55-64,100K-150K,Diners Club / Carte Blanche
2461,ad5634edc2,3/3/2022,F,8/23/1920,General Region,Industry Category,Science & Research,55-64,50K-75K,VISA 16 digit
2462,3b68b8bd47,5/27/2021,M,5/12/1912,General Region,Industry Category,Engineering,55-64,150K+,JCB 16 digit
2463,619b28290b,3/10/2020,F,8/10/1908,General Region,Industry Category,Other,25-34,30K-50K,JCB 16 digit
2464,5b61500507,5/27/2020,F,10/18/1961,General Region,Industry Category,Other,45-54,100K-150K,JCB 16 digit
2465,2f71063dbf,1/5/2022,M,9/14/1957,General Region,Industry Category,Management,35-44,150K+,VISA 19 digit
2466,a7f4ec6c4e,12/24/2019,F,1/7/2006,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
2467,9a3e15f029,6/19/2022,F,7/6/1941,General Region,Industry Category,Other,35-44,30K-50K,VISA 13 digit
2468,eb5b56b994,8/26/2021,F,9/22/1994,General Region,Industry Category,Other,35-44,75K-100K,VISA 16 digit
2469,744cec2464,6/14/2022,F,7/12/1928,General Region,Industry Category,Other,55-64,100K-150K,JCB 16 digit
2470,e6dc0beb08,8/6/2019,M,11/25/1915,General Region,Industry Category,Other,45-54,100K-150K,VISA 19 digit
2471,ed9885e2af,4/1/2022,M,3/16/2011,General Region,Industry Category,Other,55-64,100K-150K,Maestro
2472,de844ece03,3/14/2021,M,6/11/2012,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
2473,6651827ab2,7/17/2021,M,10/21/1944,General Region,Industry Category,Management,35-44,100K-150K,VISA 13 digit
2474,b9f3146c72,12/25/2019,M,5/30/1990,General Region,Industry Category,Other,55-64,100K-150K,Maestro
2475,7549b33c1f,11/16/2021,M,11/7/1942,General Region,Industry Category,Other,45-54,100K-150K,Diners Club / Carte Blanche
2476,37b6b1e1b4,2/24/2020,F,8/13/2006,General Region,Industry Category,Other,55-64,100K-150K,Mastercard
2477,cac70937cd,6/26/2021,F,10/23/1912,General Region,Industry Category,Management,25-34,150K+,Maestro
2478,0637110f49,6/12/2020,F,11/7/1928,General Region,Industry Category,Other,45-54,100K-150K,VISA 16 digit
2479,cac4d3a2a3,8/29/2020,F,5/9/1943,General Region,Industry Category,Other,18-24,30K-50K,JCB 15 digit
2480,368e2a3094,1/20/2021,M,11/15/2010,General Region,Industry Category,Engineering,18-24,50K-75K,Maestro
2481,0b5a3a214d,10/12/2019,F,10/5/1915,General Region,Industry Category,Science & Research,35-44,50K-75K,Discover
2482,42a0ea6422,4/4/2021,F,1/12/1983,General Region,Industry Category,Other,25-34,100K-150K,VISA 16 digit
2483,29284803a6,5/19/2020,F,2/24/1946,General Region,Industry Category,Other,45-54,<30K,VISA 16 digit
2484,dd473579ea,10/6/2019,F,5/23/1934,General Region,Industry Category,Other,18-24,100K-150K,JCB 16 digit
2485,9871212da8,10/19/2020,F,4/26/1968,General Region,Industry Category,Management,45-54,100K-150K,VISA 16 digit
2486,1e57f225b0,6/16/2022,F,9/13/1957,General Region,Industry Category,Healthcare & Counseling,45-54,100K-150K,VISA 16 digit
2487,ec721b2e7c,3/19/2022,M,11/9/1938,General Region,Industry Category,Other,55-64,150K+,Diners Club / Carte Blanche
2488,9052efba70,12/26/2019,F,6/19/1936,General Region,Industry Category,Other,45-54,150K+,American Express
2489,cde588dea5,6/10/2022,F,10/5/1914,General Region,Industry Category,Other,25-34,150K+,JCB 15 digit
2490,f672742056,10/26/2020,M,12/29/1994,General Region,Industry Category,Other,25-34,150K+,JCB 15 digit
2491,0ae147adbb,5/29/2021,F,6/27/1977,General Region,Industry Category,Management,35-44,150K+,Maestro
2492,37ea280d55,9/14/2019,M,3/26/1952,General Region,Industry Category,Management,55-64,150K+,JCB 16 digit
2493,2f92137f4b,2/20/2021,F,3/5/1956,General Region,Industry Category,Other,45-54,50K-75K,JCB 16 digit
2494,467eb8dc79,4/24/2020,M,8/25/2002,General Region,Industry Category,Other,18-24,50K-75K,Maestro
2495,8793b69dd6,9/4/2019,F,2/26/1977,General Region,Industry Category,Other,45-54,100K-150K,JCB 15 digit
2496,f57979f27e,7/13/2019,F,10/4/1947,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
2497,9eeb55232a,3/30/2022,M,1/16/2015,General Region,Industry Category,Management,35-44,150K+,Mastercard
2498,25fa27ec81,11/12/2019,M,11/4/1997,General Region,Industry Category,Engineering,35-44,150K+,Maestro
2499,4fa6bf59de,2/25/2022,F,1/16/1920,General Region,Industry Category,Engineering,45-54,150K+,Diners Club / Carte Blanche
2500,942f13e886,2/6/2022,M,7/30/2001,General Region,Industry Category,Engineering,35-44,150K+,Maestro
2501,9ac31c2e05,8/20/2020,F,2/17/1930,General Region,Industry Category,Management,35-44,<30K,VISA 16 digit
2502,c1e297de47,4/10/2020,M,1/30/2010,General Region,Industry Category,Other,25-34,150K+,VISA 13 digit
2503,66432bfe0d,9/12/2021,M,5/14/1994,General Region,Industry Category,Other,25-34,150K+,VISA 13 digit
2504,e7e56a511a,2/10/2020,M,3/12/1910,General Region,Industry Category,Healthcare & Counseling,25-34,30K-50K,JCB 16 digit
2505,04a7dbe14c,5/23/2021,F,1/11/1986,General Region,Industry Category,Other,25-34,50K-75K,JCB 15 digit
2506,fd8c8c9d0a,8/13/2021,M,4/8/1971,General Region,Industry Category,Other,25-34,<30K,JCB 16 digit
2507,33f008af33,1/19/2022,M,3/31/1987,General Region,Industry Category,Management,25-34,100K-150K,VISA 13 digit
2508,ca563441f0,3/20/2022,M,9/11/1967,General Region,Industry Category,Other,25-34,150K+,JCB 15 digit
2509,3f471b532e,10/6/2019,M,7/6/1993,General Region,Industry Category,Other,25-34,75K-100K,Discover
2510,56ad3a5966,7/25/2020,F,3/14/1948,General Region,Industry Category,Other,18-24,100K-150K,VISA 13 digit
2511,cc03d205e0,6/23/2020,F,2/1/1980,General Region,Industry Category,Management,25-34,<30K,Mastercard
2512,67baf39d88,1/1/2020,F,7/9/1985,General Region,Industry Category,Science & Research,35-44,75K-100K,JCB 16 digit
2513,472206f165,11/7/2020,F,7/11/1985,General Region,Industry Category,Science & Research,25-34,30K-50K,Discover
2514,8b2b67fab3,10/18/2019,M,10/27/1939,General Region,Industry Category,Management,35-44,150K+,JCB 16 digit
2515,fbbed8c990,7/12/2019,F,7/2/1936,General Region,Industry Category,Other,25-34,100K-150K,JCB 16 digit
2516,21b7ae31b5,8/10/2021,F,3/14/1961,General Region,Industry Category,Engineering,45-54,150K+,Diners Club / Carte Blanche
2517,53e743bbcc,1/21/2022,M,11/17/1974,General Region,Industry Category,Management,55-64,150K+,VISA 19 digit
2518,d501d27413,8/17/2020,F,11/26/1910,General Region,Industry Category,Management,35-44,150K+,JCB 16 digit
2519,78d93f4ecc,3/10/2021,F,8/6/1946,General Region,Industry Category,Other,25-34,50K-75K,JCB 16 digit
2520,53191cd3f3,5/5/2021,F,4/2/2002,General Region,Industry Category,Other,55-64,50K-75K,VISA 16 digit
2521,e1ef1f07ce,7/16/2021,M,12/10/2017,General Region,Industry Category,Management,45-54,75K-100K,JCB 16 digit
2522,b3d1fad9de,1/22/2021,M,4/2/1927,General Region,Industry Category,Engineering,35-44,150K+,Diners Club / Carte Blanche
2523,cf00f38309,5/16/2020,M,7/14/1918,General Region,Industry Category,Other,55-64,100K-150K,VISA 16 digit
2524,0d48ba0952,11/29/2020,F,3/5/2006,General Region,Industry Category,Other,35-44,100K-150K,Discover
2525,e16517dcc3,9/11/2021,M,9/22/1940,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
2526,f37945b8b3,9/17/2020,F,3/2/1941,General Region,Industry Category,Management,18-24,150K+,Diners Club / Carte Blanche
2527,297a9ddf30,7/19/2020,M,12/2/1959,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
2528,b603948554,3/5/2021,F,12/17/1976,General Region,Industry Category,Management,18-24,30K-50K,VISA 19 digit
2529,d29b20cc63,6/30/2021,M,2/1/1974,General Region,Industry Category,Other,18-24,50K-75K,VISA 16 digit
2530,ffcddbb10c,3/4/2020,M,11/25/1906,General Region,Industry Category,Science & Research,45-54,100K-150K,VISA 13 digit
2531,1893b8ad57,11/10/2021,F,2/7/1997,General Region,Industry Category,Management,45-54,150K+,JCB 16 digit
2532,af6e6c924a,5/30/2022,F,5/29/1907,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
2533,aa338bd9c6,10/18/2020,F,3/21/1979,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
2534,35e55f063b,5/2/2021,M,2/11/2005,General Region,Industry Category,Other,55-64,30K-50K,VISA 13 digit
2535,adae0c052b,2/21/2021,M,8/21/2018,General Region,Industry Category,Healthcare & Counseling,25-34,150K+,VISA 16 digit
2536,fd5154066d,4/24/2021,M,3/26/1949,General Region,Industry Category,Other,35-44,100K-150K,American Express
2537,6b5b1205fa,3/31/2021,F,5/7/1982,General Region,Industry Category,Other,18-24,150K+,VISA 16 digit
2538,17c9799135,7/15/2021,F,1/17/1936,General Region,Industry Category,Science & Research,35-44,75K-100K,Discover
2539,2e57a51151,5/3/2021,M,11/2/1966,General Region,Industry Category,Other,45-54,50K-75K,Discover
2540,d5b8b22bb0,1/2/2022,M,3/17/1966,General Region,Industry Category,Other,25-34,150K+,Maestro
2541,492d338c4f,3/4/2020,F,6/5/1911,General Region,Industry Category,Management,35-44,100K-150K,VISA 16 digit
2542,7f763b1199,11/16/2019,M,4/18/1953,General Region,Industry Category,Other,45-54,150K+,VISA 16 digit
2543,502876a2e8,11/23/2019,M,12/6/1906,General Region,Industry Category,Other,18-24,100K-150K,Maestro
2544,01fc474a1d,8/14/2020,F,4/1/1934,General Region,Industry Category,Other,35-44,50K-75K,Maestro
2545,6016d90318,1/4/2021,F,3/31/1955,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
2546,e9cfa77c61,3/21/2020,M,4/22/1978,General Region,Industry Category,Management,25-34,150K+,JCB 15 digit
2547,d1f813b9a8,7/20/2020,F,1/3/1970,General Region,Industry Category,Other,25-34,150K+,VISA 13 digit
2548,f754613077,10/8/2020,M,1/15/1910,General Region,Industry Category,Other,35-44,50K-75K,JCB 15 digit
2549,789afd269f,3/5/2020,F,1/2/1987,General Region,Industry Category,Other,55-64,50K-75K,VISA 16 digit
2550,35d278317f,8/4/2019,M,7/6/1922,General Region,Industry Category,Science & Research,25-34,<30K,JCB 16 digit
2551,c7441934e0,3/12/2021,F,7/12/1967,General Region,Industry Category,Other,35-44,100K-150K,Discover
2552,3ddb61905e,8/2/2019,F,10/14/1949,General Region,Industry Category,Other,45-54,100K-150K,JCB 15 digit
2553,57b83cd011,12/19/2020,M,4/7/1910,General Region,Industry Category,Engineering,45-54,30K-50K,Discover
2554,b666fe7271,12/4/2019,M,7/24/1935,General Region,Industry Category,Healthcare & Counseling,45-54,150K+,VISA 19 digit
2555,9b24e0dea9,3/27/2021,M,1/23/1967,General Region,Industry Category,Engineering,45-54,75K-100K,American Express
2556,149c77bad6,5/22/2022,F,11/11/2016,General Region,Industry Category,Other,25-34,100K-150K,VISA 16 digit
2557,24bea57c27,9/16/2019,F,8/29/1997,General Region,Industry Category,Other,35-44,50K-75K,JCB 15 digit
2558,e700a67940,4/16/2021,F,5/1/1969,General Region,Industry Category,Engineering,25-34,150K+,Maestro
2559,22de8350d2,10/13/2021,M,7/19/2006,General Region,Industry Category,Other,55-64,75K-100K,VISA 13 digit
2560,5150520e5b,6/1/2020,F,4/15/1970,General Region,Industry Category,Management,35-44,75K-100K,JCB 15 digit
2561,d685d0c0ca,8/5/2021,M,12/27/2018,General Region,Industry Category,Engineering,35-44,30K-50K,VISA 13 digit
2562,5844d5f047,11/5/2021,F,11/2/1945,General Region,Industry Category,Other,18-24,50K-75K,Maestro
2563,ba854c34a5,9/1/2021,F,6/11/1909,General Region,Industry Category,Other,25-34,150K+,JCB 15 digit
2564,28db2d62ca,3/30/2020,M,5/29/1921,General Region,Industry Category,Other,25-34,150K+,Discover
2565,0a6c54a0a1,11/27/2021,M,12/19/1987,General Region,Industry Category,Other,45-54,100K-150K,Discover
2566,eda494224f,2/1/2020,F,12/4/1949,General Region,Industry Category,Other,35-44,30K-50K,Diners Club / Carte Blanche
2567,828d3623c0,3/4/2021,M,6/5/1978,General Region,Industry Category,Management,45-54,50K-75K,Maestro
2568,9e9e84190a,7/26/2020,M,1/12/1995,General Region,Industry Category,Other,45-54,150K+,VISA 13 digit
2569,a22dc478c2,1/14/2022,M,4/8/1957,General Region,Industry Category,Other,55-64,150K+,VISA 19 digit
2570,950a0d0f8c,12/11/2021,F,8/6/1923,General Region,Industry Category,Management,45-54,50K-75K,VISA 16 digit
2571,71ca86872a,4/27/2021,F,5/15/1979,General Region,Industry Category,Management,25-34,100K-150K,Mastercard
2572,5a1cd0bff5,1/14/2020,M,9/14/1971,General Region,Industry Category,Management,25-34,75K-100K,Mastercard
2573,aaaa272457,9/6/2021,M,3/18/2014,General Region,Industry Category,Management,25-34,150K+,JCB 16 digit
2574,6bd4e49b1a,4/19/2021,M,6/10/1936,General Region,Industry Category,Technology,25-34,50K-75K,Diners Club / Carte Blanche
2575,2ff2d9ea24,6/15/2020,F,3/19/2002,General Region,Industry Category,Other,55-64,75K-100K,JCB 15 digit
2576,ef6426e2ba,9/7/2019,M,3/9/2001,General Region,Industry Category,Other,35-44,150K+,Discover
2577,12f3deaa4c,1/20/2021,F,3/9/1928,General Region,Industry Category,Other,45-54,150K+,VISA 19 digit
2578,9acaea6c94,4/1/2020,M,1/7/1909,General Region,Industry Category,Other,55-64,<30K,JCB 16 digit
2579,7f0ad9809b,6/25/2021,F,6/2/1952,General Region,Industry Category,Other,45-54,75K-100K,JCB 15 digit
2580,fdc0b6f97e,8/11/2020,M,10/14/2020,General Region,Industry Category,Other,45-54,150K+,Diners Club / Carte Blanche
2581,03992770ac,5/16/2022,M,2/23/2014,General Region,Industry Category,Science & Research,35-44,150K+,VISA 19 digit
2582,cac37d87c1,8/30/2021,M,8/9/1915,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
2583,53895b8c83,3/27/2022,F,7/14/1979,General Region,Industry Category,Other,25-34,50K-75K,Diners Club / Carte Blanche
2584,45fc1d0452,5/2/2022,F,1/27/2011,General Region,Industry Category,Other,25-34,150K+,American Express
2585,277b3ebd73,7/12/2021,M,1/28/1926,General Region,Industry Category,Other,35-44,150K+,Discover
2586,781898ea25,7/27/2021,F,4/20/1918,General Region,Industry Category,Other,55-64,75K-100K,Discover
2587,de35fdd57b,5/21/2021,F,4/2/1997,General Region,Industry Category,Management,55-64,30K-50K,Mastercard
2588,97abd32fef,11/6/2020,M,5/28/1924,General Region,Industry Category,Other,55-64,50K-75K,VISA 16 digit
2589,174998120a,4/30/2020,F,6/25/2014,General Region,Industry Category,Other,45-54,150K+,VISA 13 digit
2590,c189ab4827,6/24/2020,M,9/2/1975,General Region,Industry Category,Other,55-64,150K+,Diners Club / Carte Blanche
2591,83190b121e,4/10/2021,F,12/27/1953,General Region,Industry Category,Other,18-24,150K+,Discover
2592,71db52331a,12/3/2020,F,8/13/1973,General Region,Industry Category,Other,18-24,75K-100K,VISA 13 digit
2593,674b66643d,9/27/2019,F,10/20/2004,General Region,Industry Category,Other,45-54,100K-150K,Discover
2594,f05dc6adbb,5/2/2020,F,4/18/1944,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
2595,0cb2110285,12/6/2020,F,8/28/1930,General Region,Industry Category,Management,55-64,150K+,VISA 16 digit
2596,a29973ec2d,12/22/2021,M,4/12/2001,General Region,Industry Category,Science & Research,25-34,150K+,JCB 16 digit
2597,b20b5b9b75,1/3/2022,M,12/16/1923,General Region,Industry Category,Other,25-34,<30K,JCB 16 digit
2598,f93ecd230a,11/7/2021,F,11/13/1955,General Region,Industry Category,Other,45-54,150K+,American Express
2599,ad2136122a,11/10/2019,M,12/25/1972,General Region,Industry Category,Other,55-64,150K+,JCB 16 digit
2600,f64aa59758,8/31/2020,F,7/5/1975,General Region,Industry Category,Management,45-54,150K+,VISA 16 digit
2601,5bec0f6533,3/23/2022,F,9/17/2001,General Region,Industry Category,Other,55-64,<30K,Maestro
2602,013e945b26,7/13/2020,M,1/17/1968,General Region,Industry Category,Other,18-24,100K-150K,JCB 15 digit
2603,0f40e4b61a,8/1/2019,M,11/7/1952,General Region,Industry Category,Other,25-34,150K+,JCB 16 digit
2604,5015854080,5/6/2021,F,4/16/1913,General Region,Industry Category,Engineering,35-44,<30K,JCB 16 digit
2605,08393fd2cf,4/27/2021,F,3/18/1965,General Region,Industry Category,Other,18-24,150K+,Mastercard
2606,a32d7e5f02,11/27/2021,F,7/8/1909,General Region,Industry Category,Other,35-44,150K+,American Express
2607,02bf3a7159,3/22/2021,M,6/17/1995,General Region,Industry Category,Other,55-64,150K+,VISA 16 digit
2608,590814833e,6/20/2022,F,7/2/1979,General Region,Industry Category,Other,45-54,150K+,JCB 16 digit
2609,9d9722f9f0,12/11/2021,F,5/24/1993,General Region,Industry Category,Other,18-24,75K-100K,VISA 19 digit
2610,b9f9f0b679,4/30/2021,F,5/10/1993,General Region,Industry Category,Other,55-64,30K-50K,JCB 16 digit
2611,3c2c1f6c44,1/1/2021,M,12/23/2002,General Region,Industry Category,Other,55-64,150K+,Mastercard
2612,30b131c69c,8/25/2019,F,5/2/1933,General Region,Industry Category,Other,18-24,150K+,American Express
2613,411c92cc5c,9/22/2020,F,11/20/1996,General Region,Industry Category,Other,18-24,150K+,VISA 19 digit
2614,daa7172b7d,4/8/2021,M,10/26/1967,General Region,Industry Category,Other,25-34,50K-75K,VISA 16 digit
2615,5bd74958a3,4/29/2020,M,12/30/1939,General Region,Industry Category,Other,25-34,150K+,Diners Club / Carte Blanche
2616,85c838a8e1,6/6/2022,M,11/14/1994,General Region,Industry Category,Engineering,45-54,100K-150K,American Express
2617,0cfacaaacb,11/28/2019,F,2/23/1985,General Region,Industry Category,Other,35-44,150K+,VISA 16 digit
2618,7ee073dcb4,3/28/2020,M,2/3/2007,General Region,Industry Category,Other,25-34,75K-100K,VISA 16 digit
2619,3c8796f71a,6/30/2021,M,6/9/1990,General Region,Industry Category,Other,55-64,150K+,Discover
2620,d02efd8342,12/16/2021,F,7/13/1961,General Region,Industry Category,Other,18-24,150K+,Mastercard
2621,c6a40390ea,2/3/2020,F,5/31/2008,General Region,Industry Category,Healthcare & Counseling,25-34,75K-100K,JCB 16 digit
2622,9fbd327494,2/18/2022,M,9/27/2001,General Region,Industry Category,Other,45-54,150K+,VISA 13 digit
2623,7d1a9fa036,12/21/2019,F,3/24/2006,General Region,Industry Category,Management,55-64,150K+,Maestro
2624,862e05765d,6/22/2020,M,5/30/1935,General Region,Industry Category,Other,65+,100K-150K,American Express
2625,183c63cdf9,11/13/2019,F,4/25/1980,General Region,Industry Category,Science & Research,25-34,150K+,VISA 16 digit
2626,31ea247e39,1/10/2021,M,8/26/1919,General Region,Industry Category,Other,25-34,100K-150K,Diners Club / Carte Blanche
2627,b8437ef74c,5/28/2020,M,6/27/1940,General Region,Industry Category,Other,35-44,100K-150K,Discover
2628,4767c8127e,3/3/2020,F,11/14/1969,General Region,Industry Category,Other,55-64,75K-100K,JCB 16 digit
2629,107c386e4e,12/10/2020,F,9/19/1995,General Region,Industry Category,Other,35-44,150K+,VISA 19 digit
2630,92b0f6a107,7/4/2020,F,5/17/1926,General Region,Industry Category,Other,25-34,150K+,VISA 16 digit
2631,48fcdceafb,8/24/2019,M,2/20/2020,General Region,Industry Category,Management,25-34,100K-150K,VISA 16 digit
2632,f27fc1f626,11/5/2020,F,9/14/1939,General Region,Industry Category,Management,55-64,75K-100K,Maestro
2633,21484dcf09,6/18/2020,F,10/28/1958,General Region,Industry Category,Other,55-64,100K-150K,JCB 15 digit
2634,693c8ef5b6,6/12/2021,F,12/25/1958,General Region,Industry Category,Management,25-34,75K-100K,VISA 13 digit
2635,2e70e51e85,10/29/2020,F,4/22/1942,General Region,Industry Category,Other,18-24,150K+,VISA 16 digit
2636,e2168f1d23,11/20/2019,F,5/24/1942,General Region,Industry Category,Other,25-34,75K-100K,VISA 13 digit
2637,c45ff047af,7/21/2019,F,3/1/1991,General Region,Industry Category,Management,55-64,100K-150K,VISA 19 digit
2638,ce9702a8a7,12/15/2021,F,1/1/1920,General Region,Industry Category,Management,55-64,75K-100K,Discover
2639,6a4e853f18,2/24/2020,F,3/4/2007,General Region,Industry Category,Other,35-44,50K-75K,Maestro
2640,1b505eb1ca,5/20/2020,F,10/26/1907,General Region,Industry Category,Management,55-64,150K+,VISA 16 digit
2641,b40c60dc1b,9/13/2019,F,6/15/1931,General Region,Industry Category,Management,45-54,150K+,VISA 13 digit
2642,e51360e7ab,3/28/2021,F,2/22/1912,General Region,Industry Category,Engineering,35-44,75K-100K,VISA 13 digit
2643,7aff1f3230,6/20/2022,M,7/22/1919,General Region,Industry Category,Other,25-34,150K+,VISA 19 digit
2644,8e045d8da2,11/7/2021,F,1/24/1986,General Region,Industry Category,Healthcare & Counseling,35-44,75K-100K,VISA 16 digit
2645,f995250eff,6/16/2022,F,12/5/1914,General Region,Industry Category,Other,25-34,150K+,Diners Club / Carte Blanche
2646,2e1351f631,9/26/2020,M,6/16/1968,General Region,Industry Category,Other,18-24,150K+,VISA 16 digit
2647,f301f516d4,2/3/2020,F,5/16/1989,General Region,Industry Category,Engineering,45-54,150K+,JCB 16 digit
2648,07238761b5,7/19/2021,M,3/29/1978,General Region,Industry Category,Other,35-44,50K-75K,JCB 15 digit
2649,9e6444c833,9/2/2019,F,8/13/1958,General Region,Industry Category,Management,25-34,150K+,JCB 15 digit
2650,10aff3a45f,9/30/2020,F,6/26/1927,General Region,Industry Category,Engineering,65+,30K-50K,Discover
2651,7aec4cf641,7/22/2019,F,7/11/2003,General Region,Industry Category,Other,55-64,100K-150K,VISA 16 digit
2652,ce0ff4265d,1/8/2020,F,7/14/1907,General Region,Industry Category,Other,55-64,75K-100K,JCB 16 digit
2653,521502877,12/8/2019,F,10/29/2016,General Region,Industry Category,Management,55-64,100K-150K,JCB 15 digit
2654,b1634013c9,12/30/2020,F,11/7/1912,General Region,Industry Category,Other,45-54,75K-100K,VISA 19 digit
2655,41ceb61338,1/9/2022,M,4/10/1912,General Region,Industry Category,Engineering,55-64,100K-150K,VISA 13 digit
2656,b736abadd5,9/24/2019,M,8/27/1928,General Region,Industry Category,Management,55-64,100K-150K,Discover
2657,4f63680672,1/19/2022,F,2/17/1942,General Region,Industry Category,Other,25-34,100K-150K,JCB 15 digit
2658,ab029ee1f4,9/1/2021,F,1/6/2012,General Region,Industry Category,Other,35-44,<30K,Discover
2659,d4012e8773,3/6/2021,M,4/21/1952,General Region,Industry Category,Other,35-44,100K-150K,VISA 13 digit
2660,3db06c28ef,6/2/2022,M,6/18/1955,General Region,Industry Category,Other,25-34,100K-150K,VISA 16 digit
2661,b105b46a08,10/14/2019,M,8/29/2002,General Region,Industry Category,Other,25-34,100K-150K,Maestro
2662,e429d17ce0,11/24/2020,F,12/23/1908,General Region,Industry Category,Other,45-54,150K+,American Express
2663,c04fcd92c1,1/9/2021,F,5/20/1999,General Region,Industry Category,Other,55-64,75K-100K,American Express
2664,22d2c6c92b,3/26/2021,M,5/25/2007,General Region,Industry Category,Technology,25-34,150K+,VISA 16 digit
2665,3e2d69c15d,8/27/2020,F,8/20/1938,General Region,Industry Category,Management,65+,150K+,American Express
2666,8089651d86,9/18/2019,M,12/9/1962,General Region,Industry Category,Other,45-54,30K-50K,VISA 19 digit
2667,adaae5aaa1,8/27/2021,F,5/26/1933,General Region,Industry Category,Other,45-54,100K-150K,JCB 16 digit
2668,1542aaf57c,12/21/2019,M,3/20/1927,General Region,Industry Category,Other,55-64,75K-100K,VISA 16 digit
2669,69764deb2a,9/10/2021,M,9/3/1995,General Region,Industry Category,Other,25-34,100K-150K,Mastercard
2670,02f7f46b5f,8/20/2020,F,7/9/1969,General Region,Industry Category,Other,55-64,150K+,JCB 15 digit
2671,a0af5c5f4c,4/29/2021,M,11/15/1947,General Region,Industry Category,Other,35-44,100K-150K,Mastercard
2672,5e108888da,2/8/2021,M,9/24/1961,General Region,Industry Category,Other,35-44,100K-150K,JCB 16 digit
2673,e3d46cdc7e,9/3/2019,F,6/9/2013,General Region,Industry Category,Other,55-64,30K-50K,Diners Club / Carte Blanche
2674,e66535e56b,2/3/2020,M,2/21/1970,General Region,Industry Category,Other,55-64,100K-150K,VISA 16 digit
2675,896b4648b0,10/30/2021,M,3/4/1909,General Region,Industry Category,Other,35-44,75K-100K,VISA 13 digit
2676,cf62b01020,7/29/2021,M,2/24/1977,General Region,Industry Category,Other,18-24,150K+,Diners Club / Carte Blanche
2677,ec8361b91f,3/14/2022,F,7/28/1992,General Region,Industry Category,Management,25-34,150K+,JCB 16 digit
2678,500c58ea98,12/13/2019,M,1/2/1971,General Region,Industry Category,Other,35-44,75K-100K,Diners Club / Carte Blanche
2679,2a200e49bf,2/19/2020,F,9/23/1932,General Region,Industry Category,Management,25-34,150K+,Discover
2680,16346942a1,8/24/2019,M,3/3/1927,General Region,Industry Category,Management,25-34,150K+,American Express
2681,be10fd2866,7/17/2019,F,8/29/1923,General Region,Industry Category,Other,18-24,150K+,VISA 19 digit
